Word,Probability 1,Probability 2,Predicted Language
e,0.18181818181818182,0.25,Spanish
della,0.7547169811320755,0.6666666666666666,Italian
donna,0.15384615384615385,0,Italian
ed,0.15384615384615385,0,Italian
hanno,0.6923076923076923,0,Italian
deciso,0.08695652173913043,0.11764705882352941,Spanish
di,0.08695652173913043,0.11764705882352941,Spanish
promuovere,0.2625,0.3486238532110092,Spanish
il,0.2625,0.3486238532110092,Spanish
progresso,0.1111111111111111,0,Italian
sociale,0.3108108108108108,0.1864406779661017,Italian
e,0.3108108108108108,0.1864406779661017,Italian
un,0.3108108108108108,0.1864406779661017,Italian
miglior,0.05172413793103448,0,Italian
tenore,0.25,0,Italian
di,0.25,0,Italian
vita,0.12162162162162163,0.0625,Italian
in,0.12162162162162163,0.0625,Italian
una,0.36363636363636365,0.29411764705882354,Italian
maggiore,0.25,0,Italian
libertà,0.29411764705882354,0,Italian
;,0.29411764705882354,0,Italian
Considerato,0.5384615384615384,0.1,Italian
che,0.6896551724137931,0,Italian
gli,1.0,0,Italian
Stati,0.09615384615384616,0,Italian
membri,1.0,0,Italian
si,1.0,0,Italian
sono,0.11711711711711711,0.0641025641025641,Italian
impegnati,0.09615384615384616,0,Italian
a,0.09615384615384616,0,Italian
perseguire,0.05128205128205128,0,Italian
in,0.05128205128205128,0,Italian
cooperazione,0.2882882882882883,0.1282051282051282,Italian
con,0.41333333333333333,0.6206896551724138,Spanish
le,0.41333333333333333,0.6206896551724138,Spanish
Nazioni,0.11711711711711711,0.038461538461538464,Italian
Unite,0.05405405405405406,0,Italian
il,0.05405405405405406,0,Italian
rispetto,0.42028985507246375,0,Italian
e,0.42028985507246375,0,Italian
l,0.42028985507246375,0,Italian
osservanza,0.75,1.0,Spanish
universale,0.3108108108108108,0.1864406779661017,Italian
dei,0.15625,0,Italian
diritti,0.37681159420289856,0,Italian
umani,0.22916666666666666,0.046511627906976744,Italian
e,0.22916666666666666,0.046511627906976744,Italian
delle,0.07547169811320754,0,Italian
libertà,0.29411764705882354,0,Italian
fondamentali,0.16216216216216217,0.11864406779661017,Italian
;,0.16216216216216217,0.11864406779661017,Italian
Considerato,0.5384615384615384,0.1,Italian
che,0.6896551724137931,0,Italian
una,0.36363636363636365,0.29411764705882354,Italian
concezione,0.2882882882882883,0.1282051282051282,Italian
comune,0.09090909090909091,0.029411764705882353,Italian
di,0.09090909090909091,0.029411764705882353,Italian
questi,0.2857142857142857,0.2916666666666667,Spanish
diritti,0.37681159420289856,0,Italian
e,0.37681159420289856,0,Italian
di,0.37681159420289856,0,Italian
questa,0.4857142857142857,0.2916666666666667,Italian
libertà,0.29411764705882354,0,Italian
è,0.29411764705882354,0,Italian
della,0.7547169811320755,0.6666666666666666,Italian
massima,0.09523809523809523,0,Italian
importanza,0.75,1.0,Spanish
per,0.5161290322580645,0.6,Spanish
la,0.5161290322580645,0.6,Spanish
piena,0.078125,0.05357142857142857,Italian
realizzazione,0.2882882882882883,0.1282051282051282,Italian
di,0.2882882882882883,0.1282051282051282,Italian
questi,0.2857142857142857,0.2916666666666667,Spanish
impegni,0.88,1.0,Spanish
;,0.88,1.0,Spanish
L,0.88,1.0,Spanish
ASSEMBLEA,0,0,Spanish
GENERALE,0,0,Spanish
proclama,0.1,0.18181818181818182,Spanish
la,0.1,0.18181818181818182,Spanish
presente,0.4,0.4,Spanish
dichiarazione,0.2882882882882883,0.1282051282051282,Italian
universale,0.3108108108108108,0.1864406779661017,Italian
dei,0.15625,0,Italian
diritti,0.37681159420289856,0,Italian
umani,0.22916666666666666,0.046511627906976744,Italian
come,0.2727272727272727,0.19444444444444445,Italian
ideale,0.3108108108108108,0.1864406779661017,Italian
comune,0.09090909090909091,0.029411764705882353,Italian
da,0.09090909090909091,0.029411764705882353,Italian
raggiungersi,0.13333333333333333,0,Italian
da,0.13333333333333333,0,Italian
tutti,0.37681159420289856,0,Italian
i,0.37681159420289856,0,Italian
popoli,0.2571428571428571,0,Italian
e,0.2571428571428571,0,Italian
da,0.2571428571428571,0,Italian
tutte,0.057971014492753624,0,Italian
le,0.057971014492753624,0,Italian
Nazioni,0.11711711711711711,0.038461538461538464,Italian
al,0.11711711711711711,0.038461538461538464,Italian
fine,0.05194805194805195,0,Italian
che,0.6896551724137931,0,Italian
ogni,0.88,1.0,Spanish
individuo,0.8695652173913043,0.3333333333333333,Italian
ed,0.8695652173913043,0.3333333333333333,Italian
ogni,0.88,1.0,Spanish
organo,0.08333333333333333,0.18604651162790697,Spanish
della,0.7547169811320755,0.6666666666666666,Italian
società,0.2631578947368421,0,Italian
avendo,0.14285714285714285,0.3793103448275862,Spanish
costantemente,0.4,0.4,Spanish
presente,0.4,0.4,Spanish
questa,0.4857142857142857,0.2916666666666667,Italian
Dichiarazione,0.2882882882882883,0.1282051282051282,Italian
si,0.2882882882882883,0.1282051282051282,Italian
sforzi,1.0,0,Italian
di,1.0,0,Italian
promuovere,0.2625,0.3486238532110092,Spanish
con,0.41333333333333333,0.6206896551724138,Spanish
l,0.41333333333333333,0.6206896551724138,Spanish
insegnamento,0.32727272727272727,0.2545454545454545,Italian
e,0.32727272727272727,0.2545454545454545,Italian
l,0.32727272727272727,0.2545454545454545,Italian
educazione,0.2882882882882883,0.1282051282051282,Italian
il,0.2882882882882883,0.1282051282051282,Italian
rispetto,0.42028985507246375,0,Italian
di,0.42028985507246375,0,Italian
questi,0.2857142857142857,0.2916666666666667,Spanish
diritti,0.37681159420289856,0,Italian
e,0.37681159420289856,0,Italian
di,0.37681159420289856,0,Italian
queste,0.05714285714285714,0.08333333333333333,Spanish
libertà,0.29411764705882354,0,Italian
e,0.29411764705882354,0,Italian
di,0.29411764705882354,0,Italian
garantirne,0.16666666666666666,0,Italian
mediante,0.4,0.4,Spanish
misure,0.2,0.07692307692307693,Italian
progressive,0.15625,0.3333333333333333,Spanish
di,0.15625,0.3333333333333333,Spanish
carattere,0.2625,0.3486238532110092,Spanish
nazionale,0.3108108108108108,0.1864406779661017,Italian
e,0.3108108108108108,0.1864406779661017,Italian
internazionale,0.3108108108108108,0.1864406779661017,Italian
l,0.3108108108108108,0.1864406779661017,Italian
universale,0.3108108108108108,0.1864406779661017,Italian
ed,0.3108108108108108,0.1864406779661017,Italian
effettivo,0.125,0.3333333333333333,Spanish
riconoscimento,0.32727272727272727,0.2545454545454545,Italian
e,0.32727272727272727,0.2545454545454545,Italian
rispetto,0.42028985507246375,0,Italian
tanto,0.32727272727272727,0.2545454545454545,Italian
fra,1.0,0.2,Italian
i,1.0,0.2,Italian
popoli,0.2571428571428571,0,Italian
degli,1.0,0,Italian
stessi,0.25,0,Italian
Stati,0.09615384615384616,0,Italian
membri,1.0,0,Italian
quanto,0.32727272727272727,0.2545454545454545,Italian
fra,1.0,0.2,Italian
quelli,0.03773584905660377,0,Italian
dei,0.15625,0,Italian
territori,0.10714285714285714,0.22580645161290322,Spanish
sottoposti,0.2857142857142857,0.2916666666666667,Spanish
alla,0.7547169811320755,0.6666666666666666,Italian
loro,0.10714285714285714,0,Italian
giurisdizione,0.2882882882882883,0.1282051282051282,Italian
Articolo,0.5428571428571428,0.2222222222222222,Italian
1,0.5428571428571428,0.2222222222222222,Italian
Tutti,0.37681159420289856,0,Italian
gli,1.0,0,Italian
esseri,0.0625,0.01834862385321101,Italian
umani,0.22916666666666666,0.046511627906976744,Italian
nascono,0.11711711711711711,0.0641025641025641,Italian
liberi,0.0625,0.01834862385321101,Italian
ed,0.0625,0.01834862385321101,Italian
eguali,0.16216216216216217,0.11864406779661017,Italian
in,0.16216216216216217,0.11864406779661017,Italian
dignità,0.0945945945945946,0,Italian
e,0.0945945945945946,0,Italian
diritti,0.37681159420289856,0,Italian
Essi,0.25,0,Italian
sono,0.11711711711711711,0.0641025641025641,Italian
dotati,0.09615384615384616,0,Italian
di,0.09615384615384616,0,Italian
ragione,0.2882882882882883,0.1282051282051282,Italian
e,0.2882882882882883,0.1282051282051282,Italian
di,0.2882882882882883,0.1282051282051282,Italian
coscienza,0.75,1.0,Spanish
e,0.75,1.0,Spanish
devono,0.11711711711711711,0.0641025641025641,Italian
agire,0.05128205128205128,0,Italian
gli,1.0,0,Italian
uni,0.20454545454545456,0.20588235294117646,Spanish
verso,0.4666666666666667,0.6,Spanish
gli,1.0,0,Italian
altri,0.21212121212121213,0.1875,Italian
in,0.21212121212121213,0.1875,Italian
spirito,0.05405405405405406,0.5,Spanish
di,0.05405405405405406,0.5,Spanish
fratellanza,0.75,1.0,Spanish
Articolo,0.5428571428571428,0.2222222222222222,Italian
2,0.5428571428571428,0.2222222222222222,Italian
Ad,0.5428571428571428,0.2222222222222222,Italian
ogni,0.88,1.0,Spanish
individuo,0.8695652173913043,0.3333333333333333,Italian
spettano,0.08333333333333333,0.18604651162790697,Spanish
tutti,0.37681159420289856,0,Italian
i,0.37681159420289856,0,Italian
diritti,0.37681159420289856,0,Italian
e,0.37681159420289856,0,Italian
tutte,0.057971014492753624,0,Italian
le,0.057971014492753624,0,Italian
libertà,0.29411764705882354,0,Italian
enunciate,0.057692307692307696,0.2,Spanish
nella,0.7547169811320755,0.6666666666666666,Italian
presente,0.4,0.4,Spanish
Dichiarazione,0.2882882882882883,0.1282051282051282,Italian
senza,0.75,1.0,Spanish
distinzione,0.2882882882882883,0.1282051282051282,Italian
alcuna,0.36363636363636365,0.29411764705882354,Italian
per,0.5161290322580645,0.6,Spanish
ragioni,0.11711711711711711,0.038461538461538464,Italian
di,0.11711711711711711,0.038461538461538464,Italian
razza,0.875,0,Italian
di,0.875,0,Italian
colore,0.25,0,Italian
di,0.25,0,Italian
sesso,0.1111111111111111,0,Italian
di,0.1111111111111111,0,Italian
lingua,0.9090909090909091,0.5333333333333333,Italian
di,0.9090909090909091,0.5333333333333333,Italian
religione,0.2882882882882883,0.1282051282051282,Italian
di,0.2882882882882883,0.1282051282051282,Italian
opinione,0.2882882882882883,0.1282051282051282,Italian
politica,0.0975609756097561,0.3333333333333333,Spanish
o,0.0975609756097561,0.3333333333333333,Spanish
di,0.0975609756097561,0.3333333333333333,Spanish
altro,0.21212121212121213,0.0625,Italian
genere,0.2625,0.3486238532110092,Spanish
di,0.2625,0.3486238532110092,Spanish
origine,0.05194805194805195,0,Italian
nazionale,0.3108108108108108,0.1864406779661017,Italian
o,0.3108108108108108,0.1864406779661017,Italian
sociale,0.3108108108108108,0.1864406779661017,Italian
di,0.3108108108108108,0.1864406779661017,Italian
ricchezza,0.875,0,Italian
di,0.875,0,Italian
nascita,0.12162162162162163,0.0625,Italian
o,0.12162162162162163,0.0625,Italian
di,0.12162162162162163,0.0625,Italian
altra,0.2727272727272727,0.625,Spanish
condizione,0.2882882882882883,0.1282051282051282,Italian
Nessuna,0.36363636363636365,0.29411764705882354,Italian
distinzione,0.2882882882882883,0.1282051282051282,Italian
sarà,0.03773584905660377,0,Italian
inoltre,0.06060606060606061,0.09375,Spanish
stabilita,0.12162162162162163,0.0625,Italian
sulla,0.7547169811320755,0.6666666666666666,Italian
base,0.07692307692307693,0.10526315789473684,Spanish
dello,0.05660377358490566,0.3333333333333333,Spanish
statuto,0.2727272727272727,0,Italian
politico,0.6341463414634146,0.041666666666666664,Italian
giuridico,0.6341463414634146,0.041666666666666664,Italian
o,0.6341463414634146,0.041666666666666664,Italian
internazionale,0.3108108108108108,0.1864406779661017,Italian
del,0.515625,0.08163265306122448,Italian
paese,0.13725490196078433,0.0379746835443038,Italian
o,0.13725490196078433,0.0379746835443038,Italian
del,0.515625,0.08163265306122448,Italian
territorio,0.0425531914893617,0.11764705882352941,Spanish
cui,0.3333333333333333,0,Italian
una,0.36363636363636365,0.29411764705882354,Italian
persona,0.09009009009009009,0.3076923076923077,Spanish
appartiene,0.046875,0.15178571428571427,Spanish
sia,0.24444444444444444,0,Italian
indipendente,0.4,0.4,Spanish
o,0.4,0.4,Spanish
sottoposto,0.11428571428571428,0.16666666666666666,Spanish
ad,0.11428571428571428,0.16666666666666666,Spanish
amministrazione,0.2882882882882883,0.1282051282051282,Italian
fiduciaria,0.05319148936170213,0.20588235294117646,Spanish
o,0.05319148936170213,0.20588235294117646,Spanish
non,0.17073170731707318,0,Italian
autonomo,0.18181818181818182,0.25,Spanish
o,0.18181818181818182,0.25,Spanish
soggetto,0.42028985507246375,0,Italian
a,0.42028985507246375,0,Italian
qualsiasi,0.38461538461538464,0.02631578947368421,Italian
limitazione,0.2882882882882883,0.1282051282051282,Italian
di,0.2882882882882883,0.1282051282051282,Italian
sovranità,0.0945945945945946,0,Italian
Articolo,0.5428571428571428,0.2222222222222222,Italian
3,0.5428571428571428,0.2222222222222222,Italian
Ogni,0.88,1.0,Spanish
individuo,0.8695652173913043,0.3333333333333333,Italian
ha,0.8695652173913043,0.3333333333333333,Italian
diritto,0.42028985507246375,0,Italian
alla,0.7547169811320755,0.6666666666666666,Italian
vita,0.12162162162162163,0.0625,Italian
alla,0.7547169811320755,0.6666666666666666,Italian
libertà,0.29411764705882354,0,Italian
ed,0.29411764705882354,0,Italian
alla,0.7547169811320755,0.6666666666666666,Italian
sicurezza,0.875,0,Italian
della,0.7547169811320755,0.6666666666666666,Italian
propria,0.05319148936170213,0.20588235294117646,Spanish
persona,0.09009009009009009,0.3076923076923077,Spanish
Articolo,0.5428571428571428,0.2222222222222222,Italian
4,0.5428571428571428,0.2222222222222222,Italian
Nessun,0.32,0,Italian
individuo,0.8695652173913043,0.3333333333333333,Italian
potrà,0.24242424242424243,0,Italian
essere,0.2625,0.3486238532110092,Spanish
tenuto,0.2727272727272727,0,Italian
in,0.2727272727272727,0,Italian
stato,0.5384615384615384,0.1,Italian
di,0.5384615384615384,0.1,Italian
schiavitù,0.04054054054054054,0,Italian
o,0.04054054054054054,0,Italian
di,0.04054054054054054,0,Italian
servitù,0.04054054054054054,0,Italian
;,0.04054054054054054,0,Italian
la,0.04054054054054054,0,Italian
schiavitù,0.04054054054054054,0,Italian
e,0.04054054054054054,0,Italian
la,0.04054054054054054,0,Italian
tratta,0.14492753623188406,0,Italian
degli,1.0,0,Italian
schiavi,0.375,0.5,Spanish
saranno,0.6923076923076923,0,Italian
proibite,0.05405405405405406,0,Italian
sotto,0.42028985507246375,0,Italian
qualsiasi,0.38461538461538464,0.02631578947368421,Italian
forma,0.5,0.5,Spanish
Articolo,0.5428571428571428,0.2222222222222222,Italian
5,0.5428571428571428,0.2222222222222222,Italian
Nessun,0.32,0,Italian
individuo,0.8695652173913043,0.3333333333333333,Italian
potrà,0.24242424242424243,0,Italian
essere,0.2625,0.3486238532110092,Spanish
sottoposto,0.11428571428571428,0.16666666666666666,Spanish
a,0.11428571428571428,0.16666666666666666,Spanish
tortura,0.3,0.3076923076923077,Spanish
o,0.3,0.3076923076923077,Spanish
a,0.3,0.3076923076923077,Spanish
trattamento,0.32727272727272727,0.2545454545454545,Italian
o,0.32727272727272727,0.2545454545454545,Italian
a,0.32727272727272727,0.2545454545454545,Italian
punizione,0.2882882882882883,0.1282051282051282,Italian
crudeli,0.05555555555555555,0.16666666666666666,Spanish
inumani,0.22916666666666666,0.046511627906976744,Italian
o,0.22916666666666666,0.046511627906976744,Italian
degradanti,0.07272727272727272,0.01818181818181818,Italian
Articolo,0.5428571428571428,0.2222222222222222,Italian
6,0.5428571428571428,0.2222222222222222,Italian
Ogni,0.88,1.0,Spanish
individuo,0.8695652173913043,0.3333333333333333,Italian
ha,0.8695652173913043,0.3333333333333333,Italian
diritto,0.42028985507246375,0,Italian
in,0.42028985507246375,0,Italian
ogni,0.88,1.0,Spanish
luogo,0.041666666666666664,0,Italian
al,0.041666666666666664,0,Italian
riconoscimento,0.32727272727272727,0.2545454545454545,Italian
della,0.7547169811320755,0.6666666666666666,Italian
sua,0.4,0,Italian
personalità,0.0945945945945946,0,Italian
giuridica,0.0975609756097561,0.3333333333333333,Spanish
Articolo,0.5428571428571428,0.2222222222222222,Italian
7,0.5428571428571428,0.2222222222222222,Italian
Tutti,0.37681159420289856,0,Italian
sono,0.11711711711711711,0.0641025641025641,Italian
eguali,0.16216216216216217,0.11864406779661017,Italian
dinanzi,0.16666666666666666,0,Italian
alla,0.7547169811320755,0.6666666666666666,Italian
legge,0.7142857142857143,0,Italian
e,0.7142857142857143,0,Italian
hanno,0.6923076923076923,0,Italian
diritto,0.42028985507246375,0,Italian
senza,0.75,1.0,Spanish
alcuna,0.36363636363636365,0.29411764705882354,Italian
discriminazione,0.2882882882882883,0.1282051282051282,Italian
ad,0.2882882882882883,0.1282051282051282,Italian
una,0.36363636363636365,0.29411764705882354,Italian
eguale,0.3108108108108108,0.1864406779661017,Italian
tutela,0.05555555555555555,0.020833333333333332,Italian
da,0.05555555555555555,0.020833333333333332,Italian
parte,0.029411764705882353,0.03225806451612903,Spanish
della,0.7547169811320755,0.6666666666666666,Italian
legge,0.7142857142857143,0,Italian
Tutti,0.37681159420289856,0,Italian
hanno,0.6923076923076923,0,Italian
diritto,0.42028985507246375,0,Italian
ad,0.42028985507246375,0,Italian
una,0.36363636363636365,0.29411764705882354,Italian
eguale,0.3108108108108108,0.1864406779661017,Italian
tutela,0.05555555555555555,0.020833333333333332,Italian
contro,0.21212121212121213,0.0625,Italian
ogni,0.88,1.0,Spanish
discriminazione,0.2882882882882883,0.1282051282051282,Italian
che,0.6896551724137931,0,Italian
violi,0.2571428571428571,0,Italian
la,0.2571428571428571,0,Italian
presente,0.4,0.4,Spanish
Dichiarazione,0.2882882882882883,0.1282051282051282,Italian
come,0.2727272727272727,0.19444444444444445,Italian
contro,0.21212121212121213,0.0625,Italian
qualsiasi,0.38461538461538464,0.02631578947368421,Italian
incitamento,0.32727272727272727,0.2545454545454545,Italian
a,0.32727272727272727,0.2545454545454545,Italian
tale,0.3108108108108108,0.1864406779661017,Italian
discriminazione,0.2882882882882883,0.1282051282051282,Italian
Articolo,0.5428571428571428,0.2222222222222222,Italian
8,0.5428571428571428,0.2222222222222222,Italian
Ogni,0.88,1.0,Spanish
individuo,0.8695652173913043,0.3333333333333333,Italian
ha,0.8695652173913043,0.3333333333333333,Italian
diritto,0.42028985507246375,0,Italian
ad,0.42028985507246375,0,Italian
un,0.42028985507246375,0,Italian
effettiva,0.09375,0.2,Spanish
possibilità,0.0945945945945946,0,Italian
di,0.0945945945945946,0,Italian
ricorso,0.4666666666666667,0.6,Spanish
a,0.4666666666666667,0.6,Spanish
competenti,0.07272727272727272,0.01818181818181818,Italian
tribunali,0.16216216216216217,0.11864406779661017,Italian
contro,0.21212121212121213,0.0625,Italian
atti,0.37681159420289856,0,Italian
che,0.6896551724137931,0,Italian
violino,0.03896103896103896,0.02857142857142857,Italian
i,0.03896103896103896,0.02857142857142857,Italian
diritti,0.37681159420289856,0,Italian
fondamentali,0.16216216216216217,0.11864406779661017,Italian
a,0.16216216216216217,0.11864406779661017,Italian
lui,0.09090909090909091,0,Italian
riconosciuti,0.045454545454545456,0,Italian
dalla,0.7547169811320755,0.6666666666666666,Italian
costituzione,0.2882882882882883,0.1282051282051282,Italian
o,0.2882882882882883,0.1282051282051282,Italian
dalla,0.7547169811320755,0.6666666666666666,Italian
legge,0.7142857142857143,0,Italian
Articolo,0.5428571428571428,0.2222222222222222,Italian
9,0.5428571428571428,0.2222222222222222,Italian
Nessun,0.32,0,Italian
individuo,0.8695652173913043,0.3333333333333333,Italian
potrà,0.24242424242424243,0,Italian
essere,0.2625,0.3486238532110092,Spanish
arbitrariamente,0.4,0.4,Spanish
arrestato,0.5384615384615384,0.1,Italian
detenuto,0.2727272727272727,0,Italian
o,0.2727272727272727,0,Italian
esiliato,0.5384615384615384,0.1,Italian
Articolo,0.5428571428571428,0.2222222222222222,Italian
10,0.5428571428571428,0.2222222222222222,Italian
Ogni,0.88,1.0,Spanish
individuo,0.8695652173913043,0.3333333333333333,Italian
ha,0.8695652173913043,0.3333333333333333,Italian
diritto,0.42028985507246375,0,Italian
in,0.42028985507246375,0,Italian
posizione,0.2882882882882883,0.1282051282051282,Italian
di,0.2882882882882883,0.1282051282051282,Italian
piena,0.078125,0.05357142857142857,Italian
uguaglianza,0.75,1.0,Spanish
ad,0.75,1.0,Spanish
una,0.36363636363636365,0.29411764705882354,Italian
equa,0.47058823529411764,0,Italian
e,0.47058823529411764,0,Italian
pubblica,0.0975609756097561,0.3333333333333333,Spanish
udienza,0.75,1.0,Spanish
